produto_id,nome_produto
30958,EMPANZADOR CRUJIENTE PROM BIM 30958
30971,TARTINAS FRESA 8P 104G SP CU TR 30971
30972,TARTINAS PINA 8P 104G SP CU TR 30972
30973,RIELITO 65G SP CU TR 30973
30980,BOLSA OREJITAS 100G CU TR 30980
30999,DUO ROCKO 88G MLA 30999
31001,DUO ROCKO 88G MTA MLA 31001
31003,MASK FRESKO YERBABUENA 6P 27G MSK 31003
31004,MASK FRESKO MENTA 6P 27G MSK 31004
31005,TARTINAS FRESA 8P 104G SP MTB TR 31005
31006,TARTINAS PINA 8P 104G SP MTB TR 31006
31013,GANSI PREMIO 1P 50G MLA 31013
31015,GANSI PREMIO 1P 50G MTB MLA 31015
31031,TARTINAS ZARZAMORA 8P 104G TR 31031
31032,TARTINAS ZARZAMORA 8P 104G TAB TR 31032
31033,TARTINAS ZARZAMORA 8P 104G MTB TR 31033
31067,ROSCAS NUEZ SIN GLASS 32G GBI 31067
31075,GALLETA AVENA MANZ CANELA 8P 100G TR 31075
31077,GALLETA AVENA MANZ CANELA 8P 100G MTA TR 31077
31080,SUBMARINOS FRESA 4P 140G PROM MTB MLA 31080
31082,SUBMARINOS VAINILLA 4P 140G PROM MTB MLA 31082
31083,SUBMARINOS CHOCOLAT 4P 140G PROM MTB MLA 31083
31089,CHIPS FUEGO 46G BAR 31089
31095,CONCHAS 3P 180G PROM SP TR 31095
31098,CUERNITOS 3P 150G PROM SP TR 31098
31100,CUERNITOS 3P 150G PROM SP MTA TR 31100
31103,DORADITAS 4P 147G PROM SP MTA TR 31103
31118,CHOCO ROLES PINA 3P 101G PROM MLA 31118
31119,CHOCO ROLES PINA 3P 101G PROM TAB MLA 31119
31120,CHOCO ROLES PINA 3P 101G PROM MTB MLA 31120
31123,LONCHERA PLASTICA BAUL 284G CU GBI 31123
31142,GANSITO 6P 300G ME PROM MTB MLA 31142
31145,GANSITO CHOC 6P 312G ME PROM MTB MLA 31145
31147,TORTILLA HARINA CASERA 10P 220G MTA DH 31147
31149,BARRA NUTRIAVENA FRESA 2P 32G BIM 31149
31150,BARRA NUTRIAVENA FRESA 2P 32G MTA BIM 31150
31170,TORTILLA HNA HERMOSI 15P 410G DH 31170
31177,BOLLOS BK 5IN 6P 489G MTA SL 31177
31184,TOSTADA CLASICA 216G CJM SAN 31184
31186,TOSTADA CLASICA 216G TBE SAN 31186
31187,TOSTADA CLASICA 240G CJM SAN 31187
31188,TOSTADA BRIOBALANCE 240G CJM SAN 31188
31189,TOSTADITA CORTA 120G CJM SAN 31189
31190,TOSTADITA CORTA 120G TBE SAN 31190
31191,TOSTADITA MEDIANA 184G CJM SAN 31191
31192,TOSTADA PICADITA CORTA 100G CJM SAN 31192
31194,TOSTADA PICADITA MEDIANA 150G CJM SAN 31194
31197,TOSTADA PICADITA GRANDE 240G CJM SAN 31197
31198,SALMAS 144G CJM SAN 31198
31199,SALMAS 144G TBE SAN 31199
31200,SALMAS 414G CJM SAN 31200
31201,NACHOS 250G CJM SAN 31201
31203,TOSTADA MAIZ 200G MAS BRIO CJM SAN 31203
31207,TOSTADA MAIZ HORNEADAS 600G CUB SAN 31207
31211,CHURRITOS CHILE Y LIMON 60G BAR 31211
31221,MINI GANSITO PACK 3P 75G MLA 31221
31222,MINI GANSITO PACK 3P 75G MTA MLA 31222
31231,BARRA MULTIGRANO MIX 6P 198G MTA BIM 31231
31232,BARRA MULTIGRANO MIX 6P 198G CU BIM 31232
31245,BRAN FRUT MIX 20P CU BIM 31245
31246,BUBULUBU TWIN PACK 70G BOLSA TR RIC 31246
31267,DUOPACK BRANFRUT FRESAPINA 480G MTA BIM 31267
31274,ROLES CANELA CON PASAS 4P 240G BIM 31274
31277,REBANADA 4P 110G BIM 31277
31278,REBANADA 4P 110G MTA BIM 31278
31279,REBANADA 4P 110G TAB BIM 31279
31283,BIMBUNUELOS 6P 99G PROM BIM 31283
31284,BIMBUNUELOS 6P 99G PROM MTB BIM 31284
31298,DUO BIGOTES 210G TR 31298
31299,DUO BIGOTES 210G MTA TR 31299
31307,TOSTADO INTEGRAL 250G BIM 31307
31309,CANELITAS 90G MLA 31309
31310,CANELITAS 90G MTB MLA 31310
31311,CANELITAS 90G TAB MLA 31311
31313,DUO MARIAS 170G CU LAR 31313
31315,GANSI PREMIO 1P 50G SP MLA 31315
31316,GANSI PREMIO 1P 50G SP MTB MLA 31316
31319,HOT DOG INTE EST SONORA 500G DIF BIM 31319
31320,BARRA MULTIGRANO NUEZ 12P PROM CU BIM 31320
31322,BRAN FRUT FRESA 18P PROM CU BIM 31322
31333,MINI CEREAL BESOS CANELA 120G CU CJ GBI 31333
31338,LORS 8P 74G SP MTB MLA 31338
31339,LORS 8P 74G SP TAB MLA 31339
31340,PLATIVOLOS 8P 64G SP MLA 31340
31341,PLATIVOLOS 8P 64G SP MTB MLA 31341
31392,PAN DOBLE FIBRA 640G BIM 31392
31393,PAN DOBLE FIBRA 640G MTA BIM 31393
31394,PAN DOBLE FIBRA 640G TAB BIM 31394
31403,TORTILLINAS GRANO ENTERO 10P 275G TR 31403
31420,BRAN FRUT ENERGY 55G SP BIM 31420
31421,BRAN FRUT ENERGY 55G SP MTB BIM 31421
31423,DONAS AZUCAR TUBO 10P 158G BIM 31423
31445,BARRA MULTIGRANO LINAZA 12P 384G CJ BIM 31445
31447,DUO BRAN FRUT FRESA Y COOKIE 60G BIM 31447
31457,MANTECADAS VAIN 6P 188G DET PROM TAB BIM 31457
31466,PRINCIPE TUBO 14P 152G SP MLA 31466
31467,PRINCIPE TUBO 14P 152G SP MTB MLA 31467
31468,LORS TUBO 18P 148G SP MLA 31468
31469,LORS TUBO 18P 148G SP MTB MLA 31469
31470,TRIKI TRAKES TUBO 20P 174G SP MLA 31470
31471,TRIKI TRAKES TUBO 20P 174G SP MTB MLA 31471
31473,SALMAS 360G CJM SAN 31473
31474,SALMAS MAIZ HORN 108G CUB SAN 31474
31476,TRIPACK CLASICA 200G CJM SAN 31476
31484,PLATIVOLOS TUBO 18P 144G SP MLA 31484
31485,PLATIVOLOS TUBO 18P 144G SP MTB MLA 31485
31497,THINS MULTIGRANO 340G ORO 31497
31498,THINS MULTIGRANO 340G MTA ORO 31498
31499,THINS FIBRA GRANOS ENTEROS 340G ORO 31499
31500,THINS FIBRA GRANOS ENTEROS 340G MTA ORO 31500
31502,TOSTADO INTEGRAL 250G MTA BIM 31502
31504,TOSTADO INTEGRAL 250G TAB BIM 31504
31506,POLVORON 6P 113G MLA 31506
31507,POLVORON 6P 113G MTB MLA 31507
31508,POLVORON 6P 113G TAB MLA 31508
31510,CANELITAS 50P 275G TUBO MTB MLA 31510
31511,CANELITAS TUBO 33P 180G SP MLA 31511
31512,CANELITAS TUBO 33P 180G SP MTB MLA 31512
31513,POLVORONES TUBO 18P 250G SP MLA 31513
31514,POLVORONES TUBO 18P 250G SP MTB MLA 31514
31516,POLVORONES TUBO 27P 385G MTB MLA 31516
31518,PLATIVOLOS KC 691G MLA 31518
31519,POLVORONES KC 1058G MLA 31519
31520,PRINCIPE KC 719G MLA 31520
31524,SALMAS MAIZ HORN 108G TBE SAN 31524
31535,MEDIAS NOCHES 10P 430G MTA BIM 31535
31574,GALLETA MANZANA CANELA 12P 150G TR 31574
31575,POLVORONCITOS CASEROS 12P 195G TR 31575
31579,SUAVICREMAS CHOCOLATE 237G MLA 31579
31580,SUAVICREMAS CHOCOLATE 237G MTA MLA 31580
31581,SUAVICREMAS CHOCOLATE 237G TAB MLA 31581
31582,SUAVICREMAS CHOCOLATE 158G SP MLA 31582
31583,SUAVICREMAS FRESA 237G MLA 31583
31584,SUAVICREMAS FRESA 237G MTA MLA 31584
31585,SUAVICREMAS FRESA 237G TAB MLA 31585
31586,SUAVICREMAS FRESA 158G SP MTA MLA 31586
31587,SUAVICREMAS VAINILLA 237G MLA 31587
31588,SUAVICREMAS VAINILLA 237G MTA MLA 31588
31589,SUAVICREMAS VAINILLA 237G TAB MLA 31589
31590,SUAVICREMAS VAINILLA 158G SP MTA MLA 31590
31593,POLVORONES KC 605G CU MLA 31593
31594,TRIKI TRAKES KC 417G CU MLA 31594
31596,SPONCH FRESA KC 675G MLA 31596
31599,DELICIOSAS VAINILLA 90G LAR 31599
31600,DELICIOSAS VAINILLA 90G MTA LAR 31600
31609,DELICIOSAS VAINILLA 160G LAR 31609
31610,DELICIOSAS VAINILLA 160G MTA LAR 31610
31612,DELICIOSAS VAINILLA 380G LAR 31612
31613,DELICIOSAS VAINILLA 380G MTA LAR 31613
31618,CHOCOCHISPAS 80G LAR 31618
31619,CHOCOCHISPAS 80G MTA LAR 31619
31621,CHOCOCHISPAS 170G LAR 31621
31622,CHOCOCHISPAS 170G MTA LAR 31622
31624,CHOCOCHISPAS 280G LAR 31624
31625,CHOCOCHISPAS 280G MTA LAR 31625
31626,CHOCOCHISPAS 280G TAB LAR 31626
31627,CANAPINAS 140G LAR 31627
31628,CANAPINAS 140G MTA LAR 31628
31655,DELICIOSAS CHOCOLATE 160G LAR 31655
31656,DELICIOSAS CHOCOLATE 160G MTA LAR 31656
31667,SANDWICH BLANCO JAMON PPLUS 90G MTA LON 31667
31668,SAND BCO JAMON SN CHIL PPLUS 86G MTA LON 31668
31669,SANDWICH DOBLE FIBRA PPLUS 97G MTA LON 31669
31670,SANDWICH INTEGRAL PPLUS 112G MTA LON 31670
31684,BIG MUFFIN CHOCOLATE 120G DH 31684
31686,BIG MUFFIN VANILLA CON ARANDANO 130G DH 31686
31687,BIG MUFFIN CHOC CON CHISPAS CHOC 130G DH 31687
31688,BIG MUFFIN VAINILLA CHISPAS CHOC 130G DH 31688
31689,BIG MUFFIN VAINILLA 120G DH 31689
31690,TOSTADO INTEGRAL 250G CU BIM 31690
31695,PRINCIPE KC 392G CU MLA 31695
31699,BARRA DOBLE FIBRA 1P 48G BIM 31699
31710,BAGELS REGULAR 567G CU THO 31710
31711,ENGLISH MUFFINS NATURAL 340G CU THO 31711
31716,DUO MARIAS 170G CU LAR 31716
31717,BIGOTES CHOCOLATE 60G TR 31717
31718,RIELITO 65G TR 31718
31719,MANTECADAS 2P 105G TR 31719
31720,MANTECADAS CHOCOLATE 2P 95G TR 31720
31730,REBANADAS 220G ME MTA BIM 31730
31744,BARRA DOBLE FIBRA 1P 48G SP BIM 31744
31763,BOLLOS JUMBO 6P 480G MTA SUN 31763
31766,PLATIVOLOS TUBO 18P 144G SP TAB MLA 31766
31767,PRINCIPE TUBO 14P 152G SP TAB MLA 31767
31768,CANELITAS TUBO 33P 180G SP TAB MLA 31768
31769,POLVORONES TUBO 18P 250G SP TAB MLA 31769
31770,TRIKI TRAKES TUBO 20P 174G SP TAB MLA 31770
31771,TORTILLAS DE MAIZ 800G MTA MR 31771
31775,BRAN FRUT MIX FRESA PINA 320G MTB BIM 31775
31778,TORTILLAS DE MAIZ 800G PROM MR 31778
31779,SUAVICREMAS CHOCOLATE 158G SP MTA MLA 31779
31780,SUAVICREMAS VAINILLA 158G SP MLA 31780
31781,SUAVICREMAS VAINILLA 158G SP TAB MLA 31781
31782,SUAVICREMAS FRESA 158G SP MLA 31782
31783,SUAVICREMAS FRESA 158G SP TAB MLA 31783
31784,SUAVICREMAS CHOCOLATE 158G SP TAB MLA 31784
31799,SANDWICHERA EPIX FUTBOL 72G BIM 31799
31803,DUO MARIAS 170G SP CU LAR 31803
31804,DUO MARIAS 170G MTA LAR 31804
31827,DELICIOSAS CHOCHITOS 160G LAR 31827
31828,DELICIOSAS CHOCHITOS 160G CU LAR 31828
31829,DELICIOSAS CHOCHITOS 160G MTB LAR 31829
31847,TORTILLAS DE HARINA 18P 630G DH 31847
31861,SPIRRONES 25G CU BAR 31861
31868,BRAN FRUT ENERGY 55G BIM 31868
31880,BIMBOLLOS PARRILLEROS 12P 1170G BIM 31880
31905,GALLETA INTEG AMARANTO NARANJA 30G DIF 31905
31946,PACK 100 CALORIAS 528G GBI 31946
31964,MINI GANSITO 5P 150G ME MTA MLA 31964
31971,BARRI FRUT FRESA 37G CU BIM 31971
31974,CHICKS ENERGY GUM 12P 8 4G DPY CHK 31974
31977,TOST MAIZ CLASIC MAS SALMAS 308G CJM SAN 31977
31997,PANQUE CHOCOLATE 255G SP MTA BIM 31997
32015,SALMAS 18G CJM SAN 32015
32026,TOSTADA CLASICA 216G CU SAN 32026
32027,TOSTADA CLASICA 240G CU SAN 32027
32035,SALMAS MAIZ HORN 108G CU SAN 32035
32037,NACHOS 250G CU SAN 32037
32045,DUO NUTRIAVE CON MUL NUEZ 66G SP BIM 32045
32046,DUO NUTRIAVE CON MUL NUEZ 66G SP MTA BIM 32046
32053,TOSTADO 270G PROM CU BIM 32053
32078,SALMAS Y PICADITA CORTA 208G CJM SAN 32078
32092,BIMBOLLOS EXTRA 6P 480G PROM BIM 32092
32132,SALMAS MAIZ HORN 108G CJM SAN 32132
32134,MANTECADAS NUEZ 6P 184G DET PROM TAB BIM 32134
32141,MANTECADAS VAINILLA 375G CJ MTB BIM 32141
32142,DONAS AZUCAR 420G CJ MTB BIM 32142
32143,DONITAS ESPOLVOREADAS 525G CJ MTB BIM 32143
32144,NITO 620G CJ MTB BIM 32144
32168,TRIKI CHISPAS 6P 60G CJ MLA 32168
32173,RAZTACHOC 6P 30G SP TIRA BIM 32173
32204,CHURRITOS CHILE Y LIMON 60G AV BAR 32204
32207,MARIAS 170G CU LAR 32207
32220,SANDWICH BLANCO JAMON 90G PROM LON 32220
32221,SANDWICH INTEGRAL 112G PROM LON 32221
32222,CUERNITO JAMON Y QUESO 80G PROM LON 32222
32223,SANDWICH DOBLE FIBRA 97G LON 32223
32224,SAND BCO JAMON SN CHILE 86G PROM LON 32224
32263,TOSTADA ONDULADA TUBO 18P 216G MR 32263
32274,DUO PAN DOBLE FIBRA MM 1134G BIM 32274
32275,DUO PAN DOBLE FIBRA MM 1134G MTA BIM 32275
32277,DUO PAN INTEGRAL MM 960G BIM 32277
32278,DUO PAN INTEGRAL MM 960G MTA BIM 32278
32279,DUO PAN INTEGRAL MM 960G TAB BIM 32279
32280,DUO PAN MULTIGRANO MM 1134G BIM 32280
32281,DUO PAN MULTIGRANO MM 1134G MTA BIM 32281
32282,DUO PAN MULTIGRANO MM 1134G TAB BIM 32282
32283,DUO PAN MULTIGRANO LIN MM 1134G BIM 32283
32284,DUO PAN MULTIGRANO LIN MM 1134G MTA BIM 32284
32285,DUO PAN MULTIGRANO LIN MM 1134G TAB BIM 32285
32286,DUO PAN BLANCO MM 920G BIM 32286
32287,DUO PAN BLANCO MM 920G MTA BIM 32287
32288,DUO PAN BLANCO MM 920G TAB BIM 32288
32289,DUO PAN SILUETA CON FIBRAMM 908G BIM 32289
32290,DUO PAN SILUETA CON FIBRAMM 908G MTA BIM 32290
32294,DUO PAN BCO SILUETA MM 1000G BIM 32294
32295,DUO PAN BCO SILUETA MM 1000G MTA BIM 32295
32297,DECANELAS 5 OBLEAS 83G LAR 32297
32298,DECANELAS 5 OBLEAS 83G MTB LAR 32298
32301,BIMBUNUELOS CON CANELA 2P 33G MTA BIM 32301
32302,CHOCOTORRO FRESA 1P 50G MTB MLA 32302
32303,BIGOTES CHOCOLATE 60G MTA TR 32303
32304,BIGOTES CHOCOLATE 60G TAB TR 32304
32305,OREJAS 70G MTB TR 32305
32311,TORTILLA HNA MTY 15P 320G MTA DH 32311
32322,TORTILLA HNA RB 10P 260G PROM DH 32322
32323,TORTILLA HARINA TRIGO 5P 280G RC MTA DH 32323
32334,TOST MAIZ NOPAL SN GRASA 216G CJM SAN 32334
32335,TOST MAIZ NOPAL SN GRASA 240G CJM SAN 32335
32336,SALMAS 36P 612G CUB SAN 32336
32341,ROSQUILLA NUEZ SIN GLASS 48G TIRA CU TR 32341
32353,TORTILLAS DE HARINA SP 18P 630G MTA DH 32353
32360,CANELITAS TUBO 33P 180G MLA 32360
32361,CANELITAS TUBO 33P 180G MTB MLA 32361
32363,DUO PLATIVOLOS 148G MLA 32363
32364,DUO PLATIVOLOS 148G MTA MLA 32364
32366,LORS TUBO 18P 148G MLA 32366
32367,LORS TUBO 18P 148G MTB MLA 32367
32369,PLATIVOLOS TUBO 18P 144G MLA 32369
32370,PLATIVOLOS TUBO 18P 144G MTB MLA 32370
32371,PLATIVOLOS TUBO 18P 144G TAB MLA 32371
32372,POLVORONES TUBO 18P 250G MLA 32372
32373,POLVORONES TUBO 18P 250G MTB MLA 32373
32375,PRINCIPE TUBO 14P 152G MLA 32375
32376,PRINCIPE TUBO 14P 152G MTB MLA 32376
32378,TRIKI TRAKES TUBO 20P 174G MLA 32378
32379,TRIKI TRAKES TUBO 20P 174G MTB MLA 32379
32382,TRIKI TRAKE CHOC TUBO 20P 174G MTB MLA 32382
32393,REBANADA 2P 55G SP BIM 32393
32394,REBANADA 2P 55G SP MTA BIM 32394
32395,REBANADA 2P 55G SP TAB BIM 32395
32408,TORTILLA HNA HERMOSI 15P 410G SP DH 32408
32409,TORTILLA HNA HERMOSI 15P 410G SP MTB DH 32409
32410,PAN MUERTO 340G PROM TR 32410
32420,TORTILLA HNA RB 10P 260G SP DH 32420
32421,TORTILLA HNA RB 10P 260G SP MTA DH 32421
32426,TOSTACHOS MONCHIS 75G TIRA BAR 32426
32428,TARTINAS FRESA 12P 156G MTB TR 32428
32433,DUO SUAVICREMAS CHOCOLATE 120G MLA 32433
32434,DUO SUAVICREMAS CHOCOLATE 120G MTA MLA 32434
32436,SALMAS 24G CJM SAN 32436
32441,TRIPACK TOSTADA CLASICA 720G CUB SAN 32441
32465,TOSTADA CLASICA 240G CJ CJM SAN 32465
32472,TOSTADA PICADITA GRANDE 240G CJ CJM SAN 32472
32480,COMBO CLASICA 2P 200G CJM SAN 32480
32491,SAND BCO JAMON SN CHILE 86G MTA LON 32491
32492,SANDWICH DOBLE FIBRA 97G MTA LON 32492
32514,MIS CANELITAS 2P 20G MLA 32514
32518,POLVORONES ESCOLAR 1P 19G MTA MLA 32518
32535,GALLETA GANSITO 3P 62G TIRA MLA 32535
32536,GALLETA GANSITO 3P 62G TIRA MTA MLA 32536
32538,MI BARRITA FRESA 26 5G MLA 32538
32541,MI BARRITA PINA 26 5G MLA 32541
32542,MI BARRITA PINA 26 5G MTA MLA 32542
32544,LATA BUTTER TEMPORADA 150G GBI 32544
32546,MINI ROCKO 4P 52G CJ MTA MLA 32546
32552,CANAPINAS 10P 30G LAR 32552
32554,MARIAS 170G DIF LAR 32554
32556,MI BRAN FRUT FRESA 32G BIM 32556
32557,MI BRAN FRUT FRESA 32G MTA BIM 32557
32558,MI BRAN FRUT FRESA 32G CU BIM 32558
32575,LORS 8P 74G MTB MLA 32575
32578,PLATIVOLOS 8P 64G MTB MLA 32578
32589,SALADAS 175G LAR 32589
32590,SALADAS 175G CU LAR 32590
32591,SALADAS 175G MTA LAR 32591
32594,LATA CORAZON BESOS NUEZ ROSAS 330G GBI 32594
32635,STAR GUM MANGO 8P 8G SKD 32635
32637,SUPER BOLLOS GRILL 6P 480G MTA WON 32637
32639,TUBO GALLETA GANSITO 8P 215G MLA 32639
32640,TUBO GALLETA GANSITO 8P 215G MTB MLA 32640
32641,TUBO GALLETA GANSITO 8P 215G TAB MLA 32641
32642,GALLETA GANSITO KC 8P 496G MLA 32642
32668,THINS GRANOSSELECTRIGOSDOR 680G MTA BIM 32668
32669,LATA SURTIDO DANESA CORAZONES 300G GBI 32669
32685,PAN BLANCO PULLMAN 680G MTA BIM 32685
32719,MINI MILK CHISPA CHO SN VALENTN 170G GBI 32719
32749,TORTILLA HNA HERMOSI 15P 410G MTA DH 32749
32798,GALLETA GANSITO 62G SP MLA 32798
32799,GALLETA GANSITO 62G SP MTA MLA 32799
32802,TORTILLAS DE MAIZ 800G MR 32802
32804,THINS GRANOS ENTEROS 340G MTA BIM 32804
32815,SALADAS 175G SP CU LAR 32815
32816,SALADAS 175G SP MTA LAR 32816
32817,TIRAS PARA SOPA 300G MTA MR 32817
32819,CHOCODONITAS 6P 102G BIM 32819
32820,CHOCODONITAS 6P 102G MTB BIM 32820
32830,PAN MOLIDO 240G 20PCT MAS BIM 32830
32838,TORTILLA GRANOS ENTEROS 10P 275G MTA TR 32838
32841,TORTILLA HNA CHIHUAHUA 10P535G SP MTA DH 32841
32842,DELICIOSAS CHOCHITOS 160G SP LAR 32842
32843,DELICIOSAS CHOCHITOS 160G SP MTB LAR 32843
32845,DECANELAS 5 OBLEAS 83G SP LAR 32845
32846,DECANELAS 5 OBLEAS 83G SP MTB LAR 32846
32848,DELICIOSAS VAINILLA 90G SP LAR 32848
32849,DELICIOSAS VAINILLA 90G SP MTA LAR 32849
32850,DELICIOSAS VAINILLA 90G SP TAB LAR 32850
32851,DELICIOSAS CHOCOLATE 160G SP LAR 32851
32852,DELICIOSAS CHOCOLATE 160G SP MTA LAR 32852
32854,DELICIOSAS VAINILLA 160G LAR 32854
32855,DELICIOSAS VAINILLA 160G MTA LAR 32855
32857,DELICIOSAS VAINILLA 380G SP LAR 32857
32858,DELICIOSAS VAINILLA 380G SP MTA LAR 32858
32860,CHOCOCHISPAS 80G SP LAR 32860
32861,CHOCOCHISPAS 80G SP MTA LAR 32861
32862,CHOCOCHISPAS 80G SP TAB LAR 32862
32863,CHOCOCHISPAS 170G PROM LAR 32863
32864,CHOCOCHISPAS 170G PROM MTA LAR 32864
32869,CANAPINAS 115G SP LAR 32869
32870,CANAPINAS 115G SP MTA LAR 32870
32871,CANAPINAS 115G SP TAB LAR 32871
32872,CANAPINAS 140G SP LAR 32872
32873,CANAPINAS 140G SP MTA LAR 32873
32884,DELICIOSAS CHOCHITOS 160G SP CU LAR 32884
32885,THINS MULTIGRANO 340G TAB ORO 32885
32886,THINS FIBRA GRANOS ENTEROS 340G TAB ORO 32886
32891,BOLSA SURTIDO RICO 280G GBI 32891
32894,SALMAS 48P 864G CUB SAN 32894
32931,TUBIX 4P 33G CJ CU MLA 32931
32932,TUBO GALLETA GANSITO 172G MLA 32932
32933,LORS 10P 98G MLA 32933
32934,LORS 10P 98G MTB MLA 32934
32935,LORS 10P 98G TAB MLA 32935
32936,PLATIVOLOS 10P 92G MLA 32936
32937,PLATIVOLOS 10P 92G MTB MLA 32937
32938,PLATIVOLOS 10P 92G TAB MLA 32938
32939,PRINCIPE CHOC BCO 10P 110G PROM MLA 32939
32940,PRINCIPE CHOC BCO 10P 110G PROM MTB MLA 32940
32941,PRINCIPE CHOC BCO 10P 110G PROM TAB MLA 32941
32942,TOSTADA CLASICA DIF 216G CJM SAN 32942
32952,MI GANSITO 5P 125G ME MLA 32952
32953,MI GANSITO 5P 125G ME MTA MLA 32953
32954,MI GANSITO 5P 125G ME TAB MLA 32954
32956,MI GANSITO DOBLE CHOC 5P 125G ME MTA MLA 32956
32958,MI CHOCOROL 6P 180G ME MLA 32958
32959,MI CHOCOROL 6P 180G ME MTA MLA 32959
32960,MI CHOCOROL 6P 180G ME TAB MLA 32960
32961,MI PINGUINO 6P 180G ME MLA 32961
32962,MI PINGUINO 6P 180G ME MTB MLA 32962
32963,MI PINGUINO 6P 180G ME TAB MLA 32963
32965,MI SUBMARINO FRESA 6P 150G ME MTA MLA 32965
32967,MI ROLLO 6P 180G ME MLA 32967
32974,MI GANSITO 10P 250G CJ MLA 32974
32975,MI GANSITO 10P 250G CJ MTA MLA 32975
32978,MI GANSITO DOBLE CHO 10P 250G CJ MTA MLA 32978
32980,MI CHOCOROL 10P 300G CJ MLA 32980
32981,MI CHOCOROL 10P 300G CJ MTA MLA 32981
32983,MI PINGUINO 10P 300G CJ MLA 32983
32984,MI PINGUINO 10P 300G CJ MTA MLA 32984
32997,AGUA CIEL TORONJA 600ML CC 32997
32999,SANDWICH INTEGRAL CONG 112G PROM CU LON 32999
33004,PRINCIPE CRUNCH 8P 60G CJ CU MLA 33004
33011,TOSTADA MAIZ AZUL 200G CU SAN 33011
33021,BOMBONETE SNVALENTIN 3P 55G PROM MLA 33021
33030,SANDWICH BCO JAMON CONG 90G CU LON 33030
33033,CUERNITO JAMON Y QUESO CONG 80G CU LON 33033
33043,TRIKI CHISPAS 12 KC 480G MLA 33043
33047,MINI DORADITAS 4P 60G TR 33047
33048,MINI DORADITAS 4P 60G MTB TR 33048
33053,LECHE GANSITO CHOC EXPENDIO 200ML MLA 33053
33054,BIMBOLLOS EXTRA 6P 480G PROM MTA BIM 33054
33068,TORTILLA GRANOS ENTEROS 10P 275G TR 33068
33074,AGUA CIEL TORONJA 600ML PROM CC 33074
33114,PLATIVOLOS 10P 92G CU MLA 33114
33175,SUBMARINOS ZARZAMORAS CREMA 114G MLA 33175
33185,SALMAS DUO 36G CJM SAN 33185
33188,TORTILLAS DE HARINA SP 18P 630G DH 33188
33189,PANERA DONAS AZUCAR 12P 630G BIM 33189
33190,CHAROLA DONITA ESPOLV 15P 787 5G BIM 33190
33191,CHAROLA MANTECADAS 10P 625G BIM 33191
33192,TORTILLA HARINA FSL 11P 286G MTA DH 33192
33196,TORTILLA HARINA FSL SP 11P 286G DH 33196
33198,BOLLO ANGUS MCDONALDS 40P 2880G BIM 33198
33204,TRIKI TRAKE CHOC TUB 20P 174G SP MLA 33204
33205,TRIKI TRAKE CHOC TUB 20P 174G SP MTB MLA 33205
33207,LORS SNACK 75G MLA 33207
33208,LORS SNACK 75G MTB MLA 33208
33241,DUTCH COUNTRY AVENA 400G WON 33241
33242,DUTCH COUNTRY SUPER PAN BCO 400G WON 33242
33243,DUTCH COUNTRY 100PCT AJONJO 400G WON 33243
33244,SURTIDO RICO 220G CU MLA 33244
33245,SURTIDO RICO KC 440G CU MLA 33245
33246,SURTIDO RICO KC 660G CU MLA 33246
33254,PALETON TWO PACK 50G LC 33254
33260,PANERA DONAS AZUCAR 12P 630G MTA BIM 33260
33261,CHAROLA DONITA ESPOLV 15P 787 5G MTA BIM 33261
33262,CHAROLA MANTECADAS 10P 625G MTA BIM 33262
33263,CHAROLA MANTECADAS 10P 625G TAB BIM 33263
33264,CHAROLA NITO 15P 930G BIM 33264
33265,CHAROLA NITO 15P 930G MTA BIM 33265
33266,CHAROLA PANQUECITOS GOT 12P 840G BIM 33266
33267,CHAROLA PANQUECITOS GOT 12P 840G MTA BIM 33267
33286,SALMAS DUO 36G TBE SAN 33286
33292,BURRITO CHICHARRON SALS VDE 90G CU LON 33292
33294,BURRITO DES RES SALSA ROJA 90G CU LON 33294
33295,BURRITO ASADO PUERCO 90G CU LON 33295
33297,TRIKI CHISPAS 60G MLA 33297
33298,TRIKI CHISPAS 60G MTA MLA 33298
33300,MEDIAS NOCHES 10P 430G BIM 33300
33302,BOLSA MINIBIMBUNUELOS 500G MTA BIM 33302
33329,ROCKS 6P 45G SP MTB MLA 33329
33334,COSTALITO SURTIDO RICO 1200G GBI 33334
33342,CUERNITO JAMON Y QUESO CONG 80G CU LON 33342
33353,PRINCIPE CRUNCH 8P 60G CJ MTA MLA 33353
33359,BOLSITA SURTIDO RICO 160G TIRA CU GBI 33359
33366,BARRI FRUT FRESA 37G SP CJ CU BIM 33366
33370,TORTILLA HARINA 8P 220G DH 33370
33381,TOTOPOS DE MAIZ 850G CJM SAN 33381
33382,TOTOPOS DE MAIZ 200G CJM SAN 33382
33426,SURTIDO BESOS 375G GBI 33426
33429,SURTIDO MINI OREJITAS 375G GBI 33429
33432,TARTALETAS FRESA Y DURAZNO 375G GBI 33432
33643,BESOS NUEZ 375G GBI 33643
33647,SURTIDO OREJITAS 340G GBI 33647
33648,BESOS NUEZ 340G GBI 33648
33649,CHISPAS DE CHOCOLATE 340G GBI 33649
33657,DELICIOSAS BETUNADAS 180G CU LAR 33657
33663,BRAN FRUT DUAL 48G BIM 33663
33664,BRAN FRUT DUAL 6P 240G CJ MTA BIM 33664
33671,LORS TUBO 167G MLA 33671
